docity,강원강릉시,강원고성군,강원동해시,강원삼척시,강원속초시,강원양구군,강원양양군,강원영월군,강원원주시,강원인제군,강원정선군,강원철원군,강원춘천시,강원태백시,강원평창군,강원홍천군,강원화천군,강원횡성군,경기가평군,경기강화군,경기고양시,경기과천시,경기광명시,경기광주시,경기구리시,경기군포시,경기김포시,경기남양주시,경기동두천시,경기부천시,경기성남시,경기수원시,경기시흥시,경기안산시,경기안성시,경기안양시,경기양주시,경기양평군,경기여주군,경기여주시,경기연천군,경기오산시,경기옹진군,경기용인시,경기의왕시,경기의정부시,경기이천시,경기파주시,경기평택시,경기포천시,경기하남시,경기화성시,경기인천시청,경상거제시,경상거창군,경상경산시,경상경주시,경상고령군,경상고성군,경상구미시,경상군위군,경상기장군,경상김천시,경상김해시,경상남해군,경상달성군,경상마산시,경상문경시,경상밀양시,경상봉화군,경상사천시,경상산청군,경상상주시,경상성주군,경상안동시,경상양산시,경상영덕군,경상영양군,경상영주시,경상영천시,경상예천군,경상울릉군,경상울주군,경상울진군,경상의령군,경상의성군,경상진주시,경상진해시,경상창녕군,경상창원시,경상청도군,경상청송군,경상칠곡군,경상통영시,경상포항시,경상하동군,경상함안군,경상함양군,경상합천군,경상부산시,경상대구시,경상울산시,광주시광산구,광주시남구,광주시동구,광주시북구,광주시서구,대구시달서구,대구시수성구,대구시남구,대구시달서구.1,대구시달성군,대구시동구,대구시북구,대구시서구,대구시수성구.1,대구시중구,대전시대덕구,대전시동구,대전시서구,대전시유성구,대전시중구,부산시강서구,부산시금정구,부산시남구,부산시동구,부산시동래구,부산시부산진구,부산시북구,부산시사상구,부산시사하구,부산시서구,부산시수영구,부산시연제구,부산시영도구,부산시중구,부산시해운대구,부산시기장군,서울강남구,서울강동구,서울강북구,서울강서구,서울관악구,서울광진구,서울구로구,서울금천구,서울노원구,서울도봉구,서울동대문구,서울동작구,서울마포구,서울서대문구,서울서초구,서울성동구,서울성북구,서울송파구,서울양천구,서울영등포구,서울용산구,서울은평구,서울종로구,서울중구,서울중랑구,울산시남구,울산시동구,울산시북구,울산시울주군,울산시중구,인천시강화군,인천시계양구,인천시남구,인천시남동구,인천시동구,인천시미추홀구,인천시부평구,인천시서구,인천시연수구,인천시중구,전라강진군,전라고창군,전라고흥군,전라곡성군,전라광양시,전라구례군,전라군산시,전라김제시,전라나주시,전라남원시,전라담양군,전라목포시,전라무안군,전라무주군,전라보성군,전라부안군,전라순창군,전라순천시,전라신안군,전라여수시,전라영광군,전라영암군,전라완도군,전라완주군,전라익산시,전라임실군,전라장성군,전라장수군,전라장흥군,전라전주시,전라정읍시,전라진도군,전라진안군,전라함평군,전라해남군,전라화순군,전라광주시,제주서귀포시,제주제주시,충청갈매로,충청계룡시,충청고운동,충청공주시,충청괴산군,충청국책연구원1로,충청금남면,충청금산군,충청나리1로,충청나리로,충청남세종로,충청노을3로,충청논산시,충청누리로,충청다솜1로,충청다정남로,충청다정동,충청다정북로,충청다정중앙로,충청단양군,충청달빛1로,충청달빛로,충청당진군,충청당진시,충청대평로,충청도담동,충청도움1로,충청도움3로,충청마음로,충청마음안1로,충청마음안로,충청만남로,충청보듬2로,충청보듬3로,충청보듬4로,충청보람동,충청보람동로,충청보람로,충청보령시,충청보은군,충청부강면,충청부여군,충청새롬남로,충청새롬동,충청새롬북로,충청새롬중앙로,충청서산시,충청서천군,충청소담동,충청소정면,충청시청대로,충청아름동,충청아산시,충청연기군,충청연기면,충청연동면,충청연서면,충청영동군,충청예산군,충청옥천군,충청음성군,충청장군면,충청전의면,충청절재로,충청제천시,충청조치원읍,충청종촌동,충청증평군,충청진천군,충청천안시,충청청양군,충청청원군,충청청주시,충청충주시,충청태안군,충청한누리대로,충청홍성군,충청대전시
울산시중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004857853152033112,,,,,0.004231506790340839,,0.002890461544657725,,,,,0.002996920943439704,,,,,,,0.004267681855803266,,,,0.0028139341246521204,,,0.029615882194294865,,,,,,,,0.002931798747259864,,,,0.003295532875854831,,,,,0.003248147779687565,,0.049619531258207554,,,,,,,,,,,,,,,,,,,,,0.0031296328087859204,0.0037598450266491854,0.0029954840367645117,0.0029492741399743208,0.0034312112461446376,0.0030738210259818083,0.003081500301634301,0.002859104163432156,,0.002681089121502537,0.003110403110739165,0.0032251153361880992,0.0027296743167683464,0.002734632697625019,0.0033326695136285667,0.004267086169451345,,,,,,,,,,,,,,,,,,,,,,,,,,0.05585673102195213,0.015317041329629697,0.054246396403590004,0.016450036963326822,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시강화군,,,,,,,,,,,,,,,,,,,,0.20841071419680907,0.00297309302875974,0.0014332264300378867,0.0018101074670077717,,0.0013739220800683283,0.001389058699522239,0.003235800786478435,,0.001527131226696271,0.0022305346921259396,,,0.0016378104196294525,0.0013784451371488423,,0.0014256474035035176,0.0016486565337891128,,,,,,0.0022461400152916813,,,0.0016889585309846262,,0.0031455357334695855,,,,,0.0021648037597008767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014588593534831896,,0.0016597389293058836,0.002091931656268288,0.0015976978225005563,0.0014147207561050488,0.0017974675144524627,0.0016474382816116454,0.0015867867199989524,0.0016208739490983564,0.001549455295224395,0.0017002862303227356,0.0019118085196535165,0.0018502541093268034,0.0014399023845892258,0.0015431293415461322,0.0016232708034426176,,0.0019219166911780636,0.0018564436942072268,0.0016853881990562772,0.0019243371749899853,0.001706927808295699,0.0016423106172272623,0.0014606996019471208,,,,,,0.7,0.002542466087671274,0.002353442792680456,0.0020672228177717146,0.002445518885594788,0.002353442792680456,0.002420120697105087,0.0029222659753332923,0.0019850954152114465,0.0024991929410967213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시계양구,,,,,,,,,,,,,,,,,,,,0.0026943539027571533,0.006272693256610995,0.0033494811840668022,0.006410753086425447,0.0017802187573667263,0.002418586283690305,0.00320570736035604,0.01003498033855181,0.0019517378074871085,0.001723255171725866,0.018784546919310786,0.0022714069290938116,0.0023827965971962564,0.004535379269819722,0.003014039685563474,,0.0033887590561775256,0.0022119889545283615,,,,,0.0016107206724424131,0.006263615781096854,0.001595536859414567,0.0028487824071313237,0.0024907535970658807,,0.0034514762283707843,,0.0015015460064621068,0.002017592131863166,0.002195181048895989,0.00898311446877408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030871305731785237,0.0024898060557351624,0.0030633069653173603,0.008431583063244609,0.00420354037235375,0.002788199509567026,0.005962262773030817,0.004821303944672393,0.0027544691646639963,0.0027554632442951467,0.0031464148484832482,0.004673179126308666,0.0055198562521068285,0.004672940322916911,0.0031628039850777894,0.003195580005619495,0.0033448285147147814,0.002601478216379823,0.0072005362333617574,0.0059838680229299624,0.004207999897462142,0.004632183168860949,0.00391004119491132,0.0036696647124653255,0.0026384855044639744,,,,,,0.002662532153628724,0.7,0.007558208986169713,0.00869716854913334,0.0077946229064866715,0.007558208986169713,0.023665756649658438,0.015459215320664658,0.005646401636191947,0.0068461426545361566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018058127229935773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시남구,,,,,,,,,,,,,,,,,,,,0.0017539211585456504,0.0024874318765094588,0.001982675680060178,0.0031333888210241293,0.0011127552517694226,0.0013395180705885398,0.002148245752281406,0.0034125594953469556,0.0011206791937533312,,0.005389315097116191,0.0013651784410983875,0.001632868779044686,0.0035911073444685445,0.002373530858542451,,0.002142760036588108,0.00120416884717035,,,,,0.0011582419023385205,0.02460777299175331,0.0010843160439829367,0.0019137396766026927,0.0013199289250810887,,0.0017326734124119385,,,0.0011845745018253084,0.0017743936524585605,0.012046343951748667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016814720849440063,0.0014099466930519425,0.0015603301456223048,0.0029856051056470143,0.0022367795426950347,0.0015329032803657787,0.0028085129805960397,0.0026698541240984023,0.0014423471374654065,0.00143678161600882,0.0016398385483116355,0.0022894457095627334,0.0023654278251085026,0.0021146757825724746,0.0017651595173303611,0.0016692824266581676,0.0016961353883972992,0.0014729139729112559,0.0029886500085083184,0.0026225338204765494,0.0020601684464885686,0.0020657861285036205,0.0019021028847836716,0.0018369794918250259,0.0014224051296425069,,,,,,0.0017341792189122975,0.005318259633781359,0.7,0.008231210837403235,0.0459382358591862,0.05999139957172883,0.007497572386594921,0.006402340277067987,0.009342093563376137,0.021735918243687903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011206628545749678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시남동구,,,,,,,,,,,,,,,,,,,,0.002108397835749754,0.00353071475043752,0.0035746331092259384,0.006670186583189857,0.0017611876957218972,0.0021234168600709033,0.003940425613805783,0.004533673589829797,0.0017275189581718925,0.0014163570350709264,0.012194503914750788,0.0022346379018225587,0.00275418310505189,0.007924357923908545,0.004176813015890377,,0.003963611840307305,0.001773984863035032,,,,,0.0018005616729413704,0.010080384233395554,0.0017008431057237686,0.0033820522705542274,0.0019766610747193147,,0.0023849359223366284,,,0.0018705079358333604,0.002782495584301108,0.03536213105176575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028328008707784063,0.0022903381009238256,0.0024587824962558646,0.005383456926411005,0.004136025176154072,0.0025197849718038034,0.00555833362412727,0.005376151443446203,0.0022489117891318485,0.0022244198454087196,0.002685659423444901,0.004164109870012098,0.00409427645566309,0.003555441212331504,0.0030406396808388323,0.002755234899300192,0.00276786215622108,0.002420116685322517,0.005825187532294319,0.004864673807592578,0.003578484808987901,0.0033815577690677963,0.0031787702748418785,0.003074989743570719,0.0022603863555084153,,,,,,0.0020875350203185482,0.008386575754662213,0.011280279852561552,0.7,0.010025198202480148,0.011280279852561552,0.012622709591721943,0.007026279353416484,0.012874243497260214,0.008216960697849916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017743648101168183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시동구,,,,,,,,,,,,,,,,,,,,0.001922711216835255,0.002701934075113193,0.0020375253649902664,0.0032077975006053056,0.001157445179957592,0.0014049655907273251,0.0021828536010983965,0.003779465784187124,0.0011775686206094572,,0.005588864135151046,0.0014176319512283402,0.0016712650182348803,0.003537303246203772,0.0023837018985719146,,0.0021857267451068016,0.0012791933588153456,,,,,0.001192853202828708,0.01866050916218995,0.00112133712847793,0.0019517225762670848,0.0014005601585609533,,0.0018736319689169661,,,0.001238317405582099,0.0018015046529108543,0.010764845429004109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001750973070426855,0.001471653324400904,0.001646090907045927,0.0031397716971584477,0.002307948621605021,0.0016004409583389187,0.002897095001215682,0.002726958073716953,0.0015216903643959822,0.00151783694710466,0.0017183391427929781,0.002376668056993641,0.0024838907172150875,0.002223693410688904,0.0018303808038490656,0.0017471434766806488,0.001780878879561387,0.0015350319865483919,0.0031028750869625987,0.0027302682356540463,0.0021498243643917826,0.0021814170126186506,0.0019950540631650127,0.0019235499230046168,0.0014938575127533486,,,,,,0.0019002278841948794,0.005783491249295091,0.04844161873537638,0.007714026977878644,0.7,0.04844161873537638,0.008013841355221431,0.007484228845400915,0.008192361936075997,0.03336775465958831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011662630111278723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시미추홀구,,,,,,,,,,,,,,,,,,,,0.0017539211585456504,0.0024874318765094588,0.001982675680060178,0.0031333888210241293,0.0011127552517694226,0.0013395180705885398,0.002148245752281406,0.0034125594953469556,0.0011206791937533312,,0.005389315097116191,0.0013651784410983875,0.001632868779044686,0.0035911073444685445,0.002373530858542451,,0.002142760036588108,0.00120416884717035,,,,,0.0011582419023385205,0.02460777299175331,0.0010843160439829367,0.0019137396766026927,0.0013199289250810887,,0.0017326734124119385,,,0.0011845745018253084,0.0017743936524585605,0.012046343951748667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016814720849440063,0.0014099466930519425,0.0015603301456223048,0.0029856051056470143,0.0022367795426950347,0.0015329032803657787,0.0028085129805960397,0.0026698541240984023,0.0014423471374654065,0.00143678161600882,0.0016398385483116355,0.0022894457095627334,0.0023654278251085026,0.0021146757825724746,0.0017651595173303611,0.0016692824266581676,0.0016961353883972992,0.0014729139729112559,0.0029886500085083184,0.0026225338204765494,0.0020601684464885686,0.0020657861285036205,0.0019021028847836716,0.0018369794918250259,0.0014224051296425069,,,,,,0.0017341792189122975,0.005318259633781359,0.05999139957172883,0.008231210837403235,0.0459382358591862,0.7,0.007497572386594921,0.006402340277067987,0.009342093563376137,0.021735918243687903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011206628545749678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시부평구,,,,,,,,,,,,,,,,,,,,0.002452156536279312,0.004750257718157219,0.0032206830104367585,0.006147685761144162,0.0016840030257415381,0.0021848822721586827,0.0032295565142397573,0.007006499491866019,0.001774918828556886,0.0015385882044509258,0.020812564122384424,0.002136389529921224,0.0023673406523545978,0.005013480597378503,0.0031657664306739574,,0.0033570781146246786,0.0019460866391425742,,,,,0.0015957970586861566,0.007977030283720217,0.0015526988084190155,0.0028446742844278044,0.0021761955928369854,,0.0028902071571568406,,,0.001862668148729791,0.002267389553790437,0.013783805299029355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028207040836383448,0.0022845936740192776,0.002670372710107052,0.006635021406840996,0.003924417739985199,0.0025379341541173807,0.005476792076576771,0.00469703989560079,0.002421268509138538,0.002413081545368837,0.0028010636724935443,0.004208299296690957,0.004622653212758985,0.003959858859709178,0.0029365545095998936,0.002854303684758464,0.0029416093758001475,0.0023947164971644228,0.006288216082994364,0.005207314353477804,0.0037256199084589074,0.0038635525848069964,0.003407166325006911,0.0032368289025293613,0.0023596888913990127,,,,,,0.002424020188008963,0.022634969246903173,0.010191298975138818,0.012520028496832416,0.010330117982257612,0.010191298975138818,0.7,0.014002055862872056,0.007090034168070981,0.008485303134094457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017037973813328101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시서구,,,,,,,,,,,,,,,,,,,,0.003623869359792687,0.006562606998335696,0.0032434790922622777,0.005374317634750885,0.001865567322670928,0.0024577251444262683,0.0032057324529201348,0.011978872478447837,0.0020401032896368867,0.0019093085292001602,0.010815911687118124,0.002314146219082094,0.0024730539412188197,0.004546784639219688,0.0031775608011453903,,0.003319809911966789,0.002369206174483718,,,,,0.001749755318761066,0.008454133443918238,0.00170889488630218,0.0028887617304411807,0.00261482252123213,,0.003932938921678892,,,0.002086587290863783,0.0024168727086993336,0.009689860168772583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030057159196139618,0.0025064351630772028,0.0030520239043351246,0.006425500953839733,0.003870900313013041,0.0027624417419068363,0.005044580570499184,0.004364979693150271,0.002789175569478721,0.002802415953377503,0.003071922200050099,0.00419029874144829,0.004798496221320108,0.004249169466013763,0.0030672782631321824,0.0031065347357110847,0.003243779265482549,0.0026010122734907598,0.0057388525087755425,0.005038675800912829,0.003869658731920525,0.004272814747570743,0.003675423341599868,0.0034827294093716446,0.0026565950310967527,,,,,,0.003573493994370322,0.018051823099745574,0.010624823788310386,0.008508485201334638,0.011778383965462443,0.010624823788310386,0.017094874404962355,0.7,0.006627477090457805,0.010718773148777047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018889483307329947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시연수구,,,,,,,,,,,,,,,,,,,,0.002431453379149143,0.003446712645059855,0.003582659714905582,0.005440570503199885,0.0019297293634215843,0.002204624939928184,0.004182638616235466,0.004343881983932095,0.0018390137361679912,,0.007634338669186393,0.002371067997318805,0.003093977224860043,0.00837731942733999,0.005089326311209069,,0.004046686408202015,0.0018761505115879977,,,,,0.002145523048168943,0.019432182936369828,0.001953818003875449,0.003670385516404442,0.00206032673698703,,0.00249306702322973,,,0.001992719229419187,0.00360065060125861,0.01749153470927768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028417414655661794,0.0023750100360018485,0.002481414872732567,0.004561715112415902,0.003891751418407582,0.0025677608919922514,0.004753932396969841,0.004839679205946145,0.0023013325717327793,0.0022790340102343846,0.0026861738754232543,0.0038389927425760365,0.0037349289085586244,0.0033499409297711785,0.0030452714786176633,0.0027478188851992264,0.0027462179073550405,0.0024966076162709905,0.004843496032517147,0.004267277032977741,0.00339390685979179,0.003217567580192871,0.0030732860801855975,0.0029992398734042035,0.0023201439992286714,,,,,,0.0024083778529727733,0.006541469383856161,0.01538144437987801,0.01546744133776034,0.012791388923992028,0.01538144437987801,0.008588006412087207,0.00657533915580773,0.7,0.01142911431586242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019371105753961816,,,,,,,,,,,0.001704704278513896,0.001704704278513896,,,,,,,,,,,,,,0.0017048537047169338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시중구,,,,,,,,,,,,,,,,,,,,0.002518131241375493,0.0033169280289271344,0.0024626002272531747,0.003749702846798461,0.0014337051253349854,0.0017302159916157249,0.002641503795893885,0.004609541355062479,0.0014599778166682579,,0.00616449592248847,0.0017425806164593088,0.0020526195220112436,0.004173235813008756,0.0029107687616535993,,0.002637039192446088,0.0015941532017803388,,,,,0.0014894905956719876,0.022056666961706054,0.0013955594522786165,0.002376526903258581,0.0017377421913699772,,0.002348747891881941,,,0.0015303347188449893,0.002248569075679971,0.010549858767263554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021323750895753117,0.001806619898759447,0.002020386232219391,0.0037015609952174597,0.0027658870969171365,0.0019579955371452724,0.0034164679450815654,0.003231944966169306,0.0018738270045710501,0.0018709000331712982,0.0020980247152971297,0.00284452568254473,0.0029758405860437005,0.0026838724206100033,0.00222333399010817,0.002130675996596563,0.0021726476257097264,0.0018807021692253938,0.00364388195064089,0.0032397936309512907,0.0025917010605548546,0.002641943044479462,0.0024193090954744193,0.002335380065186027,0.001836399831363391,,,,,,0.0024882169237401964,0.006508706770006353,0.029368117851239474,0.008101271442260614,0.04275439566671936,0.029368117851239474,0.008434446918430307,0.008726904404302592,0.009379027131232636,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014441023604829556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라강진군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010969442316657656,0.010869257106270921,0.010520800411935914,,0.010517464662611069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.012874122309112954,,,,,,0.014599168184106753,,,0.015636967963566298,0.013097993260932266,,0.019102400372182318,,,,0.015607393556931188,,,0.03266660847663552,0.016607714337331592,,,,,,0.045193905759887694,,,0.012421247035473754,,0.011676517862918128,0.035663395453979695,0.01197560092946614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라고창군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01605926368895472,0.014224295132847519,0.014352642444823703,0.01623509622157696,0.015217091006498387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.00959330833219477,,,0.009098268450249969,0.012254377128012198,0.011539632595546004,,0.018647696977772542,,0.010087847710976497,,,0.01632228409513116,0.01345197299914722,,,,0.02185623177145089,,,,,0.009614244861753711,0.032305738998222124,,,0.009558285685956932,0.026394615022879694,,,0.012121454224104745,,0.011065652651900248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라고흥군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030267175375373035,,0.7,,0.027410158572069087,,,,,,,,,,0.055604720347918336,,,0.034211170845591714,,0.03755914487336713,,0.02490067993245832,0.024392461314989445,,,,,,0.0405618278378064,,,,,,,0.02509266090042656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라곡성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009040394016346202,,,,,,,,,,,,,,,,,,,,,,,,0.010299074438328622,,0.010452285160495255,,,,,0.010315216059632874,0.012668423628071497,0.01346287618146344,0.01327441688508698,0.012587263125510806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008818456990015348,,0.7,0.009374129425130101,0.027741698458032163,,,,0.028473601687026777,0.017738310097167437,,,,0.008259766483389015,,0.028501823429121144,0.01211111188887332,,,,,,,,0.01353224269434434,0.010749328821553463,0.010858096377195437,,,0.009741350459424902,,0.008548730638625842,,,0.013451403055165078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라광양시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013063240138332748,,,,,,0.03515796775363101,,,,,,0.02178158417783647,0.013531151399351342,,,,,,,,,,,,,,,0.016249847597366043,,,,,,,,,0.04995672643515544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014242753770802833,0.014140148728270626,0.7,0.020732732989387707,,,,0.012505371469175403,,,,,0.012604022055706222,,,0.039183260601772386,,0.036851192883211814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라구례군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010276768472832846,,,,,,0.009806554136411783,0.013116255585221587,,,,,,,,,,,,,,,0.009871434491542163,,,,,,,,,0.019152826976254717,,0.013587636314111702,,,,,,0.011213577825310283,0.011676517526188883,0.011294904839137837,0.011019687542270904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0324374357867474,0.016071151352496565,0.7,,,,0.023482333632926032,0.012847646500062643,,,,0.009769755374247537,,0.016465842668344204,0.020617273320992724,,0.011050067015569431,,,,,,0.011996420074081018,,0.011643067050407263,,,,,,,,0.012602843514842534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라군산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012375163315336495,,,,,0.7,0.03274892317660068,,,,,,,,0.027916187486688667,,,,,,,,0.018606752314155012,0.03663103111766681,,,,,0.018989884190797265,0.01610180428068894,,,,,,,,,,0.012793016872039717,,,,,,,,,,,0.018017347949294594,,,,,,,,,,,,,,,,,,,,,,,,,,0.01737492188823881,,,0.019479273144805305,,,,,,0.05563451622178146,,,,,,,,,,,,,,,,,,,,,,,0.013331178041906411,,,,,,,
